Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
GK,81,81,79,85,83,48,78
MF,81,89,83,76,82,33,64
DF,81,85,61,81,78,73,78
DF,81,73,68,79,80,82,77
FW,81,88,77,75,84,46,81
DF,81,63,35,57,57,83,79
MF,81,72,70,74,78,75,79
MF,81,65,59,72,76,80,72
MF,81,49,75,81,77,81,77
DF,81,64,33,60,73,82,80
DF,81,75,57,74,79,80,71
MF,81,60,73,74,75,80,76
DF,81,57,45,60,65,83,80
FW,81,75,81,66,78,29,83
GK,81,81,79,73,82,43,80
MF,81,85,78,75,85,42,65
MF,81,65,61,78,75,79,79
MF,81,82,80,84,80,59,70
MF,81,44,79,83,79,69,70
MF,81,79,76,83,80,72,76
MF,81,69,65,73,77,78,80
FW,81,67,82,75,80,33,78
GK,81,80,79,79,83,41,81
DF,81,81,74,80,81,74,69
MF,81,55,72,85,77,66,72
FW,81,81,80,61,80,25,63
DF,81,79,48,57,69,82,81
FW,81,78,82,67,79,42,75
DF,81,58,42,62,65,83,76
FW,81,82,75,76,82,23,48
MF,81,86,78,73,85,37,75
FW,81,71,83,73,81,50,82
MF,81,78,76,80,83,71,62
MF,81,64,67,75,77,78,71
MF,80,74,78,77,81,72,72
MF,80,85,75,72,84,52,80
MF,80,62,66,71,71,78,84
DF,80,82,70,80,81,72,69
DF,80,50,61,74,66,81,82
DF,80,52,57,72,66,79,84
MF,80,61,64,73,75,78,83
MF,80,58,79,80,76,66,78
FW,80,70,79,78,79,44,78
MF,80,63,79,79,77,76,76
DF,80,76,66,77,80,76,81
MF,80,81,76,78,78,54,72
FW,80,75,80,56,76,36,77
MF,80,67,75,79,85,58,76
FW,80,88,74,75,81,34,64
FW,80,85,78,75,81,43,68
MF,80,77,74,74,82,47,60
GK,80,79,78,72,82,37,79
DF,80,80,37,64,71,81,79
MF,80,54,64,69,64,81,85
FW,80,81,81,68,80,42,81
MF,80,71,67,75,81,78,77
DF,80,36,62,83,77,83,70
FW,80,85,81,74,79,38,79
MF,80,85,61,76,81,72,64
DF,80,65,45,69,65,82,76
MF,80,81,78,73,84,43,54
DF,80,78,57,70,76,79,71
DF,80,79,59,72,75,81,80
MF,80,74,83,80,83,55,72
GK,80,80,79,72,83,45,78
FW,80,88,74,74,83,36,61
DF,80,88,69,76,78,73,69
MF,80,58,74,80,81,71,64
MF,80,73,74,80,80,68,76
DF,80,46,47,61,63,84,72
DF,80,75,32,57,62,80,85
DF,80,68,50,65,65,84,76
FW,80,76,78,65,78,37,80
DF,80,79,64,74,75,77,78
GK,80,82,78,78,82,56,82
DF,80,58,63,70,63,81,81
FW,80,92,72,73,86,30,68
MF,80,72,68,75,79,77,80
MF,80,66,69,76,81,76,71
FW,80,86,76,76,79,45,70
MF,80,60,68,71,78,79,76
DF,80,78,57,75,79,77,75
GK,80,83,79,75,84,27,76
MF,80,82,68,77,80,68,69
FW,80,80,78,77,84,40,67
FW,80,91,80,70,81,34,75
MF,80,72,76,80,83,32,51
MF,80,76,77,76,79,68,66
MF,80,82,77,77,82,68,51
MF,80,71,77,76,78,73,86
DF,80,71,46,71,72,81,77
FW,80,85,79,74,79,32,76
DF,80,79,56,74,79,77,72
GK,80,81,75,77,82,51,80
MF,80,73,78,78,82,53,60
MF,80,68,70,80,77,75,78
DF,80,73,50,70,70,81,77
MF,80,83,81,76,80,70,76
DF,80,82,28,71,72,80,79
FW,80,85,76,73,83,45,62
MF,80,66,68,71,69,80,85
MF,80,55,74,83,83,55,69
MF,80,69,77,82,81,43,64
DF,80,54,73,78,70,79,85
FW,80,87,79,70,83,37,72
MF,80,72,71,78,79,75,81
FW,80,80,80,68,77,52,70
DF,80,88,49,75,78,73,75
DF,80,81,64,76,80,75,72
MF,80,66,72,79,81,72,69
GK,80,80,78,73,80,43,78
DF,80,50,63,70,70,80,84
MF,80,64,72,81,76,75,78
DF,80,77,62,75,73,78,74
MF,80,65,66,76,74,75,83
MF,80,50,73,76,74,77,80
DF,80,85,32,45,60,81,82
MF,80,64,65,75,76,77,68
MF,80,81,74,76,81,42,75
DF,80,81,64,70,80,79,72
GK,80,78,79,81,80,31,80
DF,80,74,46,67,73,82,74
MF,80,94,80,71,80,37,69
GK,80,79,76,77,83,28,81
MF,80,59,57,72,70,78,78
DF,80,76,46,67,71,83,74
MF,80,69,71,78,81,75,81
MF,80,81,77,81,83,67,64
GK,80,80,76,71,83,56,80
MF,80,69,74,81,83,68,71
DF,80,45,60,71,66,82,75
GK,80,78,78,73,83,40,79
DF,80,37,57,70,65,80,82
DF,80,84,55,68,75,78,79
MF,80,75,75,79,81,68,63
FW,80,78,81,70,75,51,87
MF,80,35,67,76,76,78,78
FW,80,84,80,74,80,49,76
DF,80,73,36,69,72,80,79
DF,80,80,55,74,71,79,76
FW,80,84,70,76,80,51,64
DF,80,71,56,71,65,81,79
GK,80,78,77,75,81,34,79
MF,80,68,78,81,81,43,50
DF,80,84,66,72,76,75,82
FW,80,53,82,63,73,29,82
MF,80,68,76,80,82,64,68
DF,80,81,68,79,80,76,55
MF,80,86,75,75,86,43,64
GK,80,81,76,81,82,48,78
DF,80,83,56,72,75,78,73
MF,80,82,70,72,78,78,79
MF,80,69,78,77,81,67,77
FW,80,75,82,67,78,44,82
FW,80,80,78,78,83,42,54
FW,80,89,76,76,79,42,73
MF,80,48,79,83,77,74,70
MF,80,89,75,77,84,56,75
MF,80,89,78,77,79,55,54
DF,80,69,51,58,61,82,78
MF,80,72,65,77,79,77,76
MF,80,89,72,73,87,29,68
DF,80,77,47,55,65,79,82
DF,80,63,47,63,67,79,76
MF,80,60,76,84,82,68,68
GK,80,77,76,79,78,42,80
MF,80,66,68,78,83,74,66
MF,80,37,68,78,76,76,84
DF,80,75,43,65,69,81,80
MF,80,81,77,79,79,51,67
FW,80,78,79,75,81,38,73
DF,80,47,45,64,59,81,81
DF,80,81,47,64,69,80,78
FW,80,77,81,71,75,51,81
DF,80,63,54,74,73,80,75
MF,80,70,58,74,76,81,73
FW,80,84,78,76,81,35,68
DF,80,82,57,72,76,75,78
GK,80,80,80,66,83,32,80
FW,80,74,80,71,81,46,77
MF,80,45,79,83,77,60,76
MF,80,75,75,78,79,75,80
DF,80,80,45,66,66,77,66
MF,80,91,79,69,80,35,69
MF,80,70,66,74,75,76,83
DF,80,34,63,77,75,83,75
MF,80,91,75,71,82,67,84
MF,80,51,66,72,80,75,83
MF,80,79,68,77,80,75,78
MF,80,75,67,71,76,77,88
MF,80,71,77,79,83,46,67
MF,80,74,77,82,80,50,66
DF,80,78,63,74,73,80,82
MF,79,96,73,71,81,34,70
DF,79,76,48,70,65,79,79
DF,79,67,50,64,64,81,75
DF,79,81,56,69,71,78,67
DF,79,84,52,73,82,73,70
DF,79,33,41,62,63,83,67
MF,79,69,67,74,73,79,77
GK,79,78,77,83,82,40,77
GK,79,80,74,73,83,53,76
FW,79,77,80,65,77,45,85
DF,79,59,55,76,72,81,74
MF,79,74,75,80,78,65,67
DF,79,91,65,72,75,74,81
FW,79,86,71,70,82,33,63
DF,79,64,45,62,68,80,77
DF,79,39,44,59,63,82,73
MF,79,52,73,81,78,73,73
MF,79,75,80,80,81,64,65
DF,79,61,45,71,69,79,86
DF,79,69,56,69,68,81,77
FW,79,84,77,70,85,45,65
GK,79,81,80,79,78,45,77
DF,79,79,68,74,75,77,83
FW,79,72,80,82,79,39,66
FW,79,80,76,74,82,41,70
DF,79,72,69,78,76,76,73
GK,79,79,76,72,80,46,79
MF,79,64,68,73,79,63,74
DF,79,82,55,66,77,78,80
MF,79,65,78,80,80,70,64
DF,79,71,37,53,59,79,77
FW,79,85,76,57,73,30,80
FW,79,67,78,63,72,45,75
GK,79,79,76,71,81,27,79
FW,79,86,70,79,80,38,47
MF,79,73,79,75,82,59,71
FW,79,84,78,76,83,44,75
DF,79,77,66,71,75,75,76
FW,79,72,79,69,75,42,77
DF,79,65,39,63,53,80,78
MF,79,63,70,79,82,70,67
GK,79,79,78,75,81,39,79
DF,79,76,60,78,77,75,72
DF,79,51,34,60,54,79,79
MF,79,57,64,79,75,72,69
MF,79,73,72,79,75,77,77
DF,79,62,30,56,63,80,80
DF,79,32,52,69,65,81,79
FW,79,79,77,70,77,43,77
MF,79,74,68,76,76,64,70
MF,79,69,77,78,81,55,70
MF,79,64,71,75,75,82,83
DF,79,54,46,65,68,82,71
FW,79,84,76,78,81,42,65
MF,79,65,52,77,71,77,77
MF,79,66,76,78,80,52,67
FW,79,69,81,72,77,41,79
DF,79,91,60,75,82,72,69
FW,79,81,80,62,77,27,75
MF,79,83,70,73,80,51,66
DF,79,73,68,78,76,76,74
GK,79,78,80,74,79,36,78
DF,79,57,48,60,59,80,81
DF,79,75,43,67,69,79,81
MF,79,65,57,70,75,76,76
DF,79,41,52,68,65,80,80
FW,79,73,79,67,76,47,75
DF,79,72,33,56,63,82,74
FW,79,85,70,72,85,30,48
MF,79,82,75,76,83,49,62
MF,79,73,72,74,82,66,67
DF,79,64,39,64,61,80,77
MF,79,55,71,76,75,71,71
MF,79,72,63,67,74,81,77
MF,79,75,78,75,80,73,82
GK,79,80,74,83,82,32,77
MF,79,85,73,75,78,44,65
MF,79,65,72,81,81,36,61
MF,79,83,69,72,85,51,59
DF,79,69,29,54,65,79,77
DF,79,85,75,73,80,73,68
MF,79,88,69,75,78,51,43
MF,79,86,75,72,81,37,59
DF,79,75,57,70,76,79,78
MF,79,75,74,79,80,57,69
MF,79,70,71,80,79,38,62
MF,79,64,71,74,76,74,79
FW,79,79,80,70,76,49,75
MF,79,66,75,80,78,61,61
MF,79,81,68,75,80,75,80
DF,79,72,74,73,75,76,80
MF,79,65,72,81,83,63,63
MF,79,83,80,75,81,36,60
MF,79,79,65,81,80,71,72
GK,79,77,78,74,77,54,79
MF,79,80,73,78,77,61,59
FW,79,75,79,71,78,42,80
FW,79,56,79,63,75,51,73
MF,79,68,71,75,77,72,78
GK,79,80,76,78,81,55,75
MF,79,80,77,77,78,53,63
DF,79,77,57,71,72,80,75
FW,79,83,78,65,80,40,73
MF,79,71,67,71,72,79,74
GK,79,77,78,76,76,52,79
MF,79,68,71,75,81,70,75
FW,79,75,79,68,79,30,72
FW,79,73,79,79,80,58,66
DF,79,49,46,71,65,80,76
DF,79,82,50,64,70,81,76
DF,79,65,38,61,65,80,76
DF,79,64,63,67,68,79,83
MF,79,67,71,75,75,80,88
FW,79,82,80,68,76,45,78
FW,79,76,77,78,82,54,68
FW,79,82,75,72,84,50,70
DF,79,93,62,76,82,70,66
MF,79,74,74,80,82,50,66
MF,79,62,72,78,77,73,76
MF,79,69,67,75,75,78,80
DF,79,74,40,70,67,79,76
MF,79,72,71,71,74,77,81
GK,79,80,75,75,80,54,78
DF,79,74,66,65,74,77,74
DF,79,69,28,59,64,81,75
GK,79,82,75,81,80,45,77
DF,79,53,43,57,63,83,69
GK,79,81,76,67,82,54,78
FW,79,88,74,72,83,31,59
GK,79,80,76,69,83,65,76
DF,79,70,63,76,74,79,83
GK,79,77,77,79,82,48,80
DF,79,70,43,68,73,80,73
FW,79,84,78,70,82,31,59
GK,79,79,77,75,80,58,79
DF,79,86,65,75,81,72,63
DF,79,82,52,70,79,76,70
GK,79,80,75,70,81,52,78
DF,79,77,47,75,72,79,73
FW,79,89,78,66,83,32,71
DF,79,80,50,72,74,74,70
DF,79,87,66,67,74,76,80
FW,79,76,78,63,73,39,82
DF,79,70,59,71,71,78,76
FW,79,71,80,71,77,39,67
DF,79,73,57,65,68,80,81
MF,79,79,74,77,80,71,78
DF,79,75,49,71,73,77,64
MF,79,60,71,82,79,63,69
DF,79,76,55,69,65,79,76
MF,79,84,72,76,81,59,79
DF,79,58,45,62,62,79,82
DF,79,64,56,58,70,80,73
MF,79,79,74,75,82,40,64
DF,79,64,44,67,64,78,80
DF,79,74,62,72,77,77,72
FW,79,76,78,70,79,45,75
DF,79,79,66,74,77,76,68
MF,79,69,72,76,79,74,77
MF,79,55,47,65,73,79,78
MF,79,82,75,77,80,44,64
DF,79,77,49,68,71,80,80
DF,79,81,69,78,80,76,69
GK,79,80,82,79,75,40,77
GK,79,79,77,73,82,44,81
GK,79,80,75,70,81,45,78
MF,79,93,76,70,82,38,68
